FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 21,L. Messi,"RW, ST, CF",33,93,93,Paris Saint-Germain,2021 ~ 2023,"170cm / 5'7""",72kg / 159lbs,Left,93,RW,10-Aug-21,€103.5M,€320K,€191.5M,429,85,95,70,91,88,470,96,93,94,91,96,451,91,80,91,94,95,389,86,68,72,69,94,347,44,40,93,95,75,96,91,32,35,24,54,6,11,15,14,8,2231,466,4,4,Medium,Low,5,Unique,Yes,85,92,91,95,38,65,Argentina,"Dribbler, Distance shooter, FK Specialist, Acrobat, Clinical finisher, Complete forward",Ligue 1,RW,30,2023,RW,10,https://cdn.sofifa.net/players/158/023/21_120.png,https://sofifa.com/player/158023/lionel-messi/210064/
FIFA 21,R. Lewandowski,ST,31,92,92,FC Bayern München,2014 ~ 2023,"185cm / 6'1""",81kg / 179lbs,Right,92,ST,1-Jul-14,€124.5M,€270K,€205.4M,430,71,95,90,85,89,407,85,79,85,70,88,408,77,79,77,93,82,423,90,84,76,86,87,396,81,49,95,81,90,88,96,35,42,19,51,15,6,12,8,10,2211,460,4,4,High,Medium,4,Unique,Yes,78,92,79,85,44,82,Poland,"Aerial threat, Distance shooter, Clinical finisher, Complete forward",Bundesliga,ST,9,2023,RS,9,https://cdn.sofifa.net/players/188/545/21_120.png,https://sofifa.com/player/188545/robert-lewandowski/210064/
FIFA 21,Cristiano Ronaldo,"ST, LW",35,92,92,Juventus,2018 ~ 2022,"187cm / 6'2""",83kg / 183lbs,Right,92,ST,10-Jul-18,€63M,€220K,€104M,437,84,95,90,82,86,414,88,81,76,77,92,431,87,91,87,95,71,444,94,95,84,78,93,353,63,29,95,82,84,95,84,28,32,24,58,7,11,15,14,11,2221,464,4,5,High,Low,5,Unique,Yes,89,93,81,89,35,77,Portugal,"Aerial threat, Dribbler, Distance shooter, Acrobat, Clinical finisher, Complete forward",Serie A,LS,7,2022,ST,7,https://cdn.sofifa.net/players/020/801/21_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/210064/
FIFA 21,J. Oblak,GK,27,91,93,Atlético Madrid,2014 ~ 2023,"188cm / 6'2""",87kg / 192lbs,Right,91,GK,16-Jul-14,€120M,€125K,€255M,95,13,11,15,43,13,109,12,13,14,40,30,307,43,60,67,88,49,268,59,78,41,78,12,140,34,19,11,65,11,68,57,27,12,18,437,87,92,78,90,90,1413,489,3,1,Medium,Medium,3,Unique,Yes,87,92,78,90,52,90,Slovenia,Unknown,La Liga,GK,13,2023,GK,1,https://cdn.sofifa.net/players/200/389/21_120.png,https://sofifa.com/player/200389/jan-oblak/210064/
FIFA 21,K. De Bruyne,"CM, CAM, CF",29,91,91,Manchester City,2015 ~ 2025,"181cm / 5'11""",70kg / 154lbs,Right,91,CM,30-Aug-15,€127.5M,€370K,€235.9M,407,94,82,55,94,82,441,88,85,83,93,92,402,77,77,79,91,78,408,91,63,89,74,91,407,76,66,88,94,83,91,186,68,65,53,56,15,13,5,10,13,2307,486,5,4,High,High,4,Unique,Yes,77,86,93,88,64,78,Belgium,"Dribbler, Playmaker, Engine, Distance shooter, Crosser, Complete midfielder",Premier League,RCM,17,2025,RCM,7,https://cdn.sofifa.net/players/192/985/21_120.png,https://sofifa.com/player/192985/kevin-de-bruyne/210064/
FIFA 21,Neymar Jr,"LW, CAM",28,91,91,Paris Saint-Germain,2017 ~ 2025,"175cm / 5'9""",68kg / 150lbs,Right,91,LW,3-Aug-17,€132M,€270K,€244.2M,408,85,87,62,87,87,448,95,88,89,81,95,453,94,89,96,91,83,356,80,62,80,50,84,356,51,36,87,90,92,93,94,35,30,29,59,9,9,15,15,11,2174,450,5,5,High,Medium,5,Unique,Yes,91,85,86,94,36,58,Brazil,"Speedster, Dribbler, Playmaker, FK Specialist, Acrobat, Clinical finisher, Complete midfielder, Complete forward",Ligue 1,LW,10,2025,Unknown,Unknown,https://cdn.sofifa.net/players/190/871/21_120.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/210064/
FIFA 21,K. Mbappé,"ST, LW",21,90,95,Paris Saint-Germain,2018 ~ 2022,"178cm / 5'10""",73kg / 161lbs,Right,91,ST,1-Jul-18,€185.5M,€160K,€357.1M,408,78,91,73,83,83,394,92,79,63,70,90,458,96,96,92,92,82,404,86,77,86,76,79,351,62,38,91,80,80,84,100,34,34,32,42,13,5,7,11,6,2157,467,4,5,High,Low,3,Unique,Yes,96,87,78,91,39,76,France,"Speedster, Dribbler, Acrobat",Ligue 1,ST,7,2022,LW,10,https://cdn.sofifa.net/players/231/747/21_120.png,https://sofifa.com/player/231747/kylian-mbappe/210064/
FIFA 21,M. Salah,RW,28,90,90,Liverpool,2017 ~ 2023,"175cm / 5'9""",71kg / 157lbs,Left,90,RW,1-Jul-17,€120.5M,€250K,€222.9M,394,79,91,59,84,81,406,90,83,69,75,89,460,94,92,91,92,91,393,80,69,85,75,84,376,63,55,91,84,83,90,122,38,43,41,62,14,14,9,11,14,2213,471,3,4,High,Medium,3,Unique,Yes,93,87,81,90,45,75,Egypt,"Speedster, Dribbler, Acrobat, Clinical finisher, Complete forward",Premier League,RW,11,2023,RW,10,https://cdn.sofifa.net/players/209/331/21_120.png,https://sofifa.com/player/209331/mohamed-salah/210064/
FIFA 21,V. van Dijk,CB,28,90,91,Liverpool,2018 ~ 2025,"193cm / 6'4""",92kg / 203lbs,Right,90,CB,1-Jan-18,€113M,€210K,€217.5M,316,53,52,87,79,45,363,70,60,70,86,77,347,67,78,61,88,53,400,81,90,73,92,64,347,83,90,47,65,62,90,272,93,93,86,58,13,10,13,11,11,2103,451,3,2,Medium,Medium,3,Unique,Yes,73,60,71,71,91,85,Netherlands,"Tackling, Tactician, Strength, Complete defender",Premier League,RES,4,2025,SUB,4,https://cdn.sofifa.net/players/203/376/21_120.png,https://sofifa.com/player/203376/virgil-van-dijk/210064/
FIFA 21,M. ter Stegen,GK,28,90,92,FC Barcelona,2014 ~ 2025,"187cm / 6'2""",85kg / 187lbs,Right,90,GK,1-Jul-14,€102M,€260K,€216.8M,118,18,14,11,61,14,144,21,18,12,63,30,256,38,50,39,86,43,268,66,79,35,78,10,171,43,22,11,70,25,70,48,25,13,10,439,88,85,88,88,90,1444,484,4,1,Medium,Medium,3,Unique,Yes,88,85,88,90,45,88,Germany,Unknown,La Liga,GK,1,2025,Unknown,Unknown,https://cdn.sofifa.net/players/192/448/21_120.png,https://sofifa.com/player/192448/marc-andre-ter-stegen/210064/
