FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 22,R. Lewandowski,ST,32,92,92,FC Bayern München,2014 ~ 2023,"185cm / 6'1""",81kg / 179lbs,Right,92,ST,1-Jul-14,€119.5M,€270K,€197.2M,430,71,95,90,85,89,407,85,79,85,70,88,407,77,78,77,93,82,424,90,85,76,86,87,396,81,49,95,81,90,88,96,35,42,19,51,15,6,12,8,10,2211,461,4,4,High,Medium,5,Unique,Yes,78,92,79,86,44,82,Poland,"Aerial threat, Distance shooter, Clinical finisher, Complete forward",Bundesliga,ST,9,2023,ST,9,https://cdn.sofifa.net/players/188/545/22_120.png,https://sofifa.com/player/188545/robert-lewandowski/220069/
FIFA 22,L. Messi,"RW, ST, CF",34,92,92,Paris Saint-Germain,2021 ~ 2023,"169cm / 5'7""",67kg / 148lbs,Left,93,CAM,10-Aug-21,€69.5M,€290K,€128.6M,425,85,91,70,91,88,467,96,93,93,91,94,447,90,78,91,93,95,387,86,68,71,69,93,347,44,40,93,95,75,96,79,20,35,24,54,6,11,15,14,8,2206,457,4,4,Low,Low,5,Unique,Yes,83,90,91,95,34,64,Argentina,"Dribbler, Distance shooter, FK Specialist, Acrobat, Clinical finisher, Complete forward",Ligue 1,RW,30,2023,RW,10,https://cdn.sofifa.net/players/158/023/22_120.png,https://sofifa.com/player/158023/lionel-messi/220069/
FIFA 22,K. Mbappé,"ST, LW",22,91,95,Paris Saint-Germain,2018 ~ 2025,"182cm / 6'0""",73kg / 161lbs,Right,92,ST,1-Jul-18,€194M,€230K,€373.5M,411,78,93,72,85,83,404,93,80,69,71,91,462,97,97,92,93,83,411,86,78,88,77,82,353,62,38,92,82,79,88,92,26,34,32,42,13,5,7,11,6,2175,470,4,5,High,Low,4,Unique,Yes,97,88,80,92,36,77,France,"Speedster, Dribbler, Acrobat, Clinical finisher, Complete forward",Ligue 1,ST,7,2025,LS,10,https://cdn.sofifa.net/players/231/747/22_120.png,https://sofifa.com/player/231747/kylian-mbappe/220069/
FIFA 22,M. Salah,RW,29,91,91,Liverpool,2017 ~ 2023,"175cm / 5'9""",71kg / 157lbs,Left,91,RW,1-Jul-17,€129M,€350K,€238.7M,402,81,93,59,85,84,412,92,84,69,77,90,457,90,91,91,94,91,399,83,69,87,75,85,382,63,55,92,86,86,92,122,38,43,41,62,14,14,9,11,14,2236,473,3,4,High,Medium,4,Unique,Yes,91,89,82,91,45,75,Egypt,"Speedster, Dribbler, Acrobat, Clinical finisher, Complete forward",Premier League,RW,11,2023,Unknown,Unknown,https://cdn.sofifa.net/players/209/331/22_120.png,https://sofifa.com/player/209331/mohamed-salah/220069/
FIFA 22,K. De Bruyne,"CM, CAM",30,91,91,Manchester City,2015 ~ 2025,"181cm / 5'11""",70kg / 154lbs,Right,91,CM,30-Aug-15,€125.5M,€350K,€232.2M,408,94,83,55,93,83,439,88,85,83,93,90,400,76,76,79,91,78,408,92,63,88,74,91,406,75,66,88,94,83,89,186,68,65,53,56,15,13,5,10,13,2303,484,5,4,High,High,4,Unique,Yes,76,87,93,87,64,77,Belgium,"Dribbler, Playmaker, Engine, Distance shooter, Crosser, Complete midfielder",Premier League,RCM,17,2025,RM,7,https://cdn.sofifa.net/players/192/985/22_120.png,https://sofifa.com/player/192985/kevin-de-bruyne/220069/
FIFA 22,K. Benzema,"CF, ST",33,91,91,Real Madrid,2009 ~ 2023,"185cm / 6'1""",81kg / 179lbs,Right,91,CF,9-Jul-09,€84M,€450K,€172.2M,434,75,92,90,89,88,409,87,82,73,76,91,401,79,80,78,92,72,409,87,79,81,82,80,367,63,39,92,89,84,90,85,43,24,18,41,13,11,5,5,7,2146,455,4,4,Medium,Medium,4,Normal (170-185),Yes,80,88,83,87,39,78,France,"Poacher, Clinical finisher",La Liga,CF,9,2023,Unknown,Unknown,https://cdn.sofifa.net/players/165/153/22_120.png,https://sofifa.com/player/165153/karim-benzema/220069/
FIFA 22,Cristiano Ronaldo,ST,36,91,91,Manchester United,2021 ~ 2023,"187cm / 6'2""",83kg / 183lbs,Right,91,ST,27-Aug-21,€45M,€270K,€83.3M,434,84,94,90,80,86,411,86,81,79,77,88,417,82,87,82,94,72,435,94,95,77,77,92,353,63,29,95,76,90,95,80,24,32,24,58,7,11,15,14,11,2188,453,4,5,High,Medium,5,Unique,Yes,85,93,80,86,34,75,Portugal,"Aerial threat, Dribbler, Distance shooter, Clinical finisher, Complete forward",Premier League,ST,7,2023,ST,7,https://cdn.sofifa.net/players/020/801/22_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/220069/
FIFA 22,N. Kanté,"CDM, CM",30,90,90,Chelsea,2016 ~ 2023,"168cm / 5'6""",70kg / 154lbs,Right,90,CDM,16-Jul-16,€100M,€230K,€185M,325,68,65,54,82,56,337,79,49,49,79,81,424,82,75,82,93,92,382,71,77,97,72,65,388,93,91,72,78,54,84,269,90,93,86,54,15,12,10,7,10,2179,471,3,2,Medium,High,4,Unique,Yes,78,66,75,82,87,83,France,"Tackling, Tactician",Premier League,RCM,7,2023,RDM,13,https://cdn.sofifa.net/players/215/914/22_120.png,https://sofifa.com/player/215914/ngolo-kante/220069/
FIFA 22,V. van Dijk,CB,29,90,90,Liverpool,2018 ~ 2025,"193cm / 6'4""",92kg / 203lbs,Right,90,CB,1-Jan-18,€100M,€240K,€185M,316,53,52,87,79,45,362,70,60,70,86,76,363,70,90,61,89,53,400,81,88,74,93,64,349,85,90,47,65,62,90,270,92,92,86,58,13,10,13,11,11,2118,461,3,2,Medium,Medium,4,Unique,Yes,81,60,71,72,91,86,Netherlands,"Tackling, Tactician, Strength, Complete defender",Premier League,LCB,4,2025,CB,4,https://cdn.sofifa.net/players/203/376/22_120.png,https://sofifa.com/player/203376/virgil-van-dijk/220069/
FIFA 22,Neymar Jr,"LW, CAM",29,90,90,Paris Saint-Germain,2017 ~ 2025,"175cm / 5'9""",68kg / 150lbs,Right,90,LW,3-Aug-17,€117.5M,€220K,€217.4M,403,85,83,63,86,86,446,95,88,87,81,95,447,91,88,95,89,84,358,79,64,81,53,81,367,63,37,86,90,91,93,96,35,32,29,59,9,9,15,15,11,2176,452,5,5,High,Medium,5,Unique,Yes,89,83,86,94,37,63,Brazil,"Dribbler, Playmaker, FK Specialist, Acrobat, Complete midfielder",Ligue 1,LW,10,2025,Unknown,Unknown,https://cdn.sofifa.net/players/190/871/22_120.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/220069/
