FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 16,L. Messi,"RW, CF",28,94,94,FC Barcelona,2004 ~ 2018,"170cm / 5'7""",72kg / 159lbs,Left,91,RW,1-Jul-04,€101M,€550K,€ 0,417,80,93,71,88,85,450,96,89,90,79,96,464,95,90,92,92,95,370,80,68,75,59,88,324,48,22,90,90,74,0,57,13,23,21,54,6,11,15,14,8,2136,446,4,4,Medium,Low,5,Unique,Yes,92,88,86,95,24,61,Argentina,"Speedster, Dribbler, FK Specialist, Acrobat, Clinical finisher, Complete forward",La Liga,RW,10,2018,RW,10,https://cdn.sofifa.net/players/158/023/16_120.png,https://sofifa.com/player/158023/lionel-messi/160058/
FIFA 16,Cristiano Ronaldo,"LW, LM, ST",30,93,93,Real Madrid,2009 ~ 2018,"185cm / 6'1""",80kg / 176lbs,Right,91,ST,1-Jul-09,€85.5M,€475K,€ 0,431,82,95,86,81,87,421,93,88,77,72,91,428,91,93,90,92,62,450,94,94,90,79,93,350,62,29,93,81,85,0,76,22,31,23,58,7,11,15,14,11,2214,468,4,5,High,Low,5,Unique,Yes,92,93,80,91,33,79,Portugal,"Speedster, Dribbler, Distance shooter, Acrobat, Clinical finisher, Complete forward",La Liga,LW,7,2018,LS,7,https://cdn.sofifa.net/players/020/801/16_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/160058/
FIFA 16,Neymar,LW,23,90,94,FC Barcelona,2013 ~ 2018,"174cm / 5'9""",68kg / 150lbs,Right,87,LW,1-Jul-13,€89.5M,€275K,€ 0,383,72,88,62,78,83,418,94,78,79,74,93,443,91,90,92,86,84,336,78,61,79,45,73,341,56,36,89,79,81,0,78,21,24,33,59,9,9,15,15,11,2058,428,5,5,High,Medium,5,Unique,Yes,90,82,76,93,30,57,Brazil,"Speedster, Dribbler, Acrobat",La Liga,LW,11,2018,LW,10,https://cdn.sofifa.net/players/190/871/16_120.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/160058/
FIFA 16,L. Suárez,ST,28,90,90,FC Barcelona,2014 ~ 2019,"182cm / 6'0""",85kg / 187lbs,Right,88,CF,11-Jul-14,€69M,€300K,€ 0,413,77,90,77,82,87,413,88,86,84,64,91,403,88,78,86,91,60,406,88,69,88,76,85,379,78,41,91,84,85,0,113,30,45,38,153,27,25,31,33,37,2280,458,4,4,High,Medium,5,Normal (170-185),Yes,83,88,79,87,42,79,Uruguay,"Acrobat, Clinical finisher",La Liga,ST,9,2019,RS,9,https://cdn.sofifa.net/players/176/580/16_120.png,https://sofifa.com/player/176580/luis-suarez/160058/
FIFA 16,M. Neuer,GK,29,90,90,FC Bayern München,2011 ~ 2021,"193cm / 6'4""",92kg / 203lbs,Right,87,GK,1-Jul-11,€58M,€250K,€ 0,112,15,13,25,48,11,119,16,14,11,47,31,284,58,61,43,87,35,246,25,78,44,83,16,178,29,30,12,70,37,0,31,10,10,11,440,85,87,91,90,87,1410,500,4,1,Medium,Medium,5,Normal (185+),Yes,85,87,91,87,60,90,Germany,Unknown,Bundesliga,GK,1,2021,GK,1,https://cdn.sofifa.net/players/167/495/16_120.png,https://sofifa.com/player/167495/manuel-neuer/160058/
FIFA 16,Z. Ibrahimović,ST,33,89,89,Paris Saint-Germain,2012 ~ 2016,"195cm / 6'5""",95kg / 209lbs,Right,86,ST,1-Jul-12,€40.5M,€220K,€ 0,418,76,90,76,84,92,413,87,80,80,76,90,358,72,74,86,85,41,421,93,72,75,93,88,364,84,20,86,83,91,0,83,15,41,27,59,13,15,10,9,12,2116,446,4,4,Medium,Low,5,Normal (185+),Yes,73,90,81,85,31,86,Sweden,"Poacher, Aerial threat, Distance shooter, Acrobat, Strength, Clinical finisher, Complete forward",Ligue 1,ST,10,2016,Unknown,Unknown,https://cdn.sofifa.net/players/041/236/16_120.png,https://sofifa.com/player/41236/zlatan-ibrahimovic/160058/
FIFA 16,A. Robben,"RM, RW",31,89,89,FC Bayern München,2009 ~ 2017,"180cm / 5'11""",80kg / 176lbs,Left,88,CAM,28-Aug-09,€50M,€250K,€ 0,387,80,85,51,85,86,425,93,86,83,73,90,453,90,90,91,91,91,375,86,61,73,65,90,338,47,39,88,84,80,0,81,29,26,26,49,10,8,11,5,15,2108,445,2,4,High,Low,5,Normal (170-185),Yes,90,86,82,92,32,63,Netherlands,"Speedster, Dribbler, Distance shooter, Acrobat",Bundesliga,SUB,10,2017,RW,11,https://cdn.sofifa.net/players/009/014/16_120.png,https://sofifa.com/player/9014/arjen-robben/160058/
FIFA 16,R. Lewandowski,ST,26,88,88,FC Bayern München,2014 ~ 2019,"185cm / 6'1""",79kg / 174lbs,Right,86,ST,1-Jul-14,€57M,€250K,€ 0,400,62,89,83,82,84,382,85,77,68,65,87,404,79,81,78,88,78,411,85,83,79,82,82,362,80,39,88,78,77,0,86,25,42,19,51,15,6,12,8,10,2096,444,4,3,Medium,Medium,4,Normal (170-185),Yes,80,86,74,85,38,81,Poland,"Poacher, Clinical finisher",Bundesliga,ST,9,2019,LS,9,https://cdn.sofifa.net/players/188/545/16_120.png,https://sofifa.com/player/188545/robert-lewandowski/160058/
FIFA 16,E. Hazard,LM,24,88,90,Chelsea,2012 ~ 2020,"173cm / 5'8""",74kg / 163lbs,Right,87,CAM,1-Jul-12,€64M,€210K,€ 0,382,80,81,57,85,79,427,94,82,79,82,90,448,93,87,92,86,90,357,79,59,74,63,82,351,54,41,84,86,86,0,74,25,27,22,45,11,12,6,8,8,2084,442,4,4,High,Medium,4,Normal (170-185),Yes,90,81,83,92,32,64,Belgium,"Speedster, Dribbler, Acrobat",Premier League,CAM,10,2020,LM,10,https://cdn.sofifa.net/players/183/277/16_120.png,https://sofifa.com/player/183277/eden-hazard/160058/
FIFA 16,M. Özil,CAM,26,88,89,Arsenal,2013 ~ 2018,"183cm / 6'0""",76kg / 168lbs,Left,86,CAM,2-Sep-13,€61M,€250K,€ 0,375,80,75,54,89,77,423,86,84,79,84,90,386,77,68,84,87,70,318,70,52,64,56,76,331,54,24,84,93,76,0,57,22,16,19,50,6,14,10,6,14,1940,401,2,4,Medium,Low,4,Lean (170-185),Yes,72,75,87,86,24,57,Germany,Playmaker,Premier League,CAM,11,2018,CAM,8,https://cdn.sofifa.net/players/176/635/16_120.png,https://sofifa.com/player/176635/mesut-ozil/160058/
