FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 14,L. Messi,CF,26,94,97,FC Barcelona,2004 ~ 2016,"169cm / 5'7""",67kg / 148lbs,Left,92,CAM,1-Jul-04,€78M,€450K,€ 0,431,84,97,71,89,90,442,97,87,86,76,96,469,96,88,94,96,95,380,81,73,78,60,88,329,48,22,93,90,76,0,66,25,21,20,54,6,11,15,14,8,2171,454,3,4,Medium,Low,5,Normal (170-),Yes,92,90,86,96,27,63,Argentina,"Speedster, Dribbler, FK Specialist, Acrobat, Clinical finisher, Complete forward",La Liga,CF,10,2016,SUB,10,https://cdn.sofifa.net/players/158/023/14_120.png,https://sofifa.com/player/158023/lionel-messi/140052/
FIFA 14,Cristiano Ronaldo,"LW, LM",28,92,92,Real Madrid,2009 ~ 2018,"185cm / 6'1""",80kg / 176lbs,Right,90,ST,1-Jul-09,€56M,€325K,€ 0,428,83,92,86,82,85,424,90,88,79,72,95,443,91,94,93,90,75,449,94,94,89,79,93,342,63,24,89,81,85,0,76,22,31,23,58,7,11,15,14,11,2220,468,4,5,High,Low,5,Normal (185+),Yes,93,92,81,91,32,79,Portugal,"Speedster, Dribbler, Distance shooter, Acrobat, Clinical finisher, Complete forward",La Liga,LW,7,2018,LW,7,https://cdn.sofifa.net/players/020/801/14_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/140052/
FIFA 14,Z. Ibrahimović,ST,31,90,90,Paris Saint-Germain,2012 ~ 2016,"195cm / 6'5""",95kg / 209lbs,Right,87,ST,1-Jul-12,€38.5M,€250K,€ 0,418,76,91,76,86,89,410,88,80,80,72,90,362,72,78,86,85,41,424,93,72,78,93,88,365,84,20,86,84,91,0,101,25,49,27,59,13,15,10,9,12,2139,455,4,5,Medium,Low,5,Normal (185+),Yes,75,90,81,86,37,86,Sweden,"Poacher, Aerial threat, Dribbler, Distance shooter, Acrobat, Strength, Clinical finisher, Complete forward",Ligue 1,ST,10,2016,ST,10,https://cdn.sofifa.net/players/041/236/14_120.png,https://sofifa.com/player/41236/zlatan-ibrahimovic/140052/
FIFA 14,L. Suárez,"ST, CF",26,89,89,Liverpool,2011 ~ 2018,"181cm / 5'11""",81kg / 179lbs,Right,86,ST,31-Jan-11,€32M,€210K,€ 0,408,77,89,75,82,85,415,92,86,84,64,89,427,88,79,86,89,85,399,84,69,86,76,84,374,78,41,86,84,85,0,113,30,45,38,153,27,25,31,33,37,2289,459,4,4,High,Medium,5,Normal (170-185),Yes,83,86,79,90,42,79,Uruguay,"Dribbler, Acrobat, Clinical finisher",Premier League,RES,7,2018,Unknown,Unknown,https://cdn.sofifa.net/players/176/580/14_120.png,https://sofifa.com/player/176580/luis-suarez/140052/
FIFA 14,Falcao,ST,27,89,89,AS Monaco,2013 ~ 2018,"176cm / 5'9""",75kg / 165lbs,Right,87,ST,1-Jul-13,€32M,€150K,€ 0,405,55,93,95,69,93,370,78,83,71,53,85,407,80,77,85,90,75,397,80,93,71,74,79,359,70,41,93,68,87,0,92,25,42,25,43,10,13,6,9,5,2073,423,4,4,High,Medium,4,Normal (170-185),Yes,78,87,64,81,40,73,Colombia,Aerial threat,Ligue 1,SUB,9,2018,Unknown,Unknown,https://cdn.sofifa.net/players/167/397/14_120.png,https://sofifa.com/player/167397/radamel-falcao-garcia-zarate/140052/
FIFA 14,F. Ribéry,LM,30,89,89,FC Bayern München,2007 ~ 2017,"170cm / 5'7""",72kg / 159lbs,Right,88,RW,1-Jul-07,€24M,€230K,€ 0,373,83,79,41,89,81,423,92,86,81,72,92,454,92,88,92,90,92,339,76,53,72,64,74,339,52,36,83,88,80,0,76,25,25,26,47,15,6,9,7,10,2051,437,4,5,High,Medium,5,Normal (170-),Yes,90,78,85,92,29,63,France,"Speedster, Dribbler, Acrobat",Bundesliga,RES,7,2017,Unknown,Unknown,https://cdn.sofifa.net/players/156/616/14_120.png,https://sofifa.com/player/156616/franck-ribery/140052/
FIFA 14,R. van Persie,ST,29,89,89,Manchester United,2012 ~ 2016,"187cm / 6'2""",71kg / 157lbs,Left,86,ST,17-Aug-12,€30M,€240K,€ 0,422,81,91,73,85,92,414,84,86,81,75,88,376,74,75,81,87,59,380,90,59,72,72,87,347,55,34,90,82,86,0,76,23,32,21,39,9,10,5,7,8,2054,432,4,4,Medium,Low,5,Normal (185+),Yes,75,90,82,84,33,68,Netherlands,"Distance shooter, Clinical finisher",Premier League,ST,20,2016,LS,9,https://cdn.sofifa.net/players/007/826/14_120.png,https://sofifa.com/player/7826/robin-van-persie/140052/
FIFA 14,Iniesta,"CM, LW",29,89,89,FC Barcelona,2002 ~ 2018,"170cm / 5'7""",65kg / 143lbs,Right,88,CAM,1-Jul-02,€25.5M,€230K,€ 0,381,85,73,54,95,74,419,91,80,65,89,94,410,76,75,83,90,86,331,65,54,78,59,75,373,58,68,89,93,65,0,170,57,57,56,45,6,13,6,13,7,2129,449,4,4,High,Medium,5,Normal (170-),Yes,75,72,89,91,59,63,Spain,"Dribbler, Playmaker",La Liga,LCM,8,2018,LW,6,https://cdn.sofifa.net/players/000/041/14_120.png,https://sofifa.com/player/41/andres-iniesta-lujan/140052/
FIFA 14,E. Hazard,"LM, RM",22,88,90,Chelsea,2012 ~ 2017,"173cm / 5'8""",74kg / 163lbs,Right,86,LM,1-Jul-12,€36M,€180K,€ 0,387,82,83,57,86,79,422,90,82,79,82,89,444,91,87,92,84,90,356,79,59,73,63,82,349,54,41,84,85,85,0,74,25,27,22,45,11,12,6,8,8,2077,441,4,4,High,Medium,4,Normal (170-185),Yes,89,82,84,90,32,64,Belgium,"Dribbler, Acrobat",Premier League,LM,17,2017,LM,10,https://cdn.sofifa.net/players/183/277/14_120.png,https://sofifa.com/player/183277/eden-hazard/140052/
FIFA 14,Thiago Silva,CB,28,88,88,Paris Saint-Germain,2012 ~ 2018,"183cm / 6'0""",79kg / 174lbs,Right,86,CB,1-Jul-12,€22.5M,€180K,€ 0,319,60,38,81,77,63,364,68,61,73,81,81,389,79,81,75,86,68,396,78,90,77,80,71,372,77,91,59,74,71,0,270,91,91,88,45,9,12,5,9,10,2155,453,3,3,Medium,High,4,Normal (170-185),Yes,80,57,73,74,90,79,Brazil,"Tackling, Tactician",Ligue 1,LCB,2,2018,RCB,3,https://cdn.sofifa.net/players/164/240/14_120.png,https://sofifa.com/player/164240/thiago-emiliano-da-silva/140052/
FIFA 14,S. Agüero,ST,25,88,90,Manchester City,2011 ~ 2017,"172cm / 5'8""",74kg / 163lbs,Right,86,ST,28-Jul-11,€42M,€190K,€ 0,401,70,90,71,84,86,397,90,82,72,63,90,440,93,85,86,86,90,377,86,76,66,70,79,337,57,24,87,83,86,0,70,25,20,25,59,13,15,6,11,14,2081,436,4,4,High,Low,4,Normal (170-185),Yes,89,86,77,89,28,67,Argentina,"Dribbler, Acrobat",Premier League,LS,16,2017,LS,20,https://cdn.sofifa.net/players/153/079/14_120.png,https://sofifa.com/player/153079/sergio-aguero/140052/
FIFA 14,B. Schweinsteiger,"CM, CDM",28,88,88,FC Bayern München,2002 ~ 2016,"183cm / 6'0""",79kg / 174lbs,Right,86,CM,1-Jul-02,€27.5M,€180K,€ 0,406,81,74,78,89,84,416,82,83,78,87,86,364,59,64,75,90,76,409,86,75,86,76,86,414,79,86,82,86,81,0,224,68,79,77,65,14,14,13,13,11,2298,467,3,3,High,High,4,Normal (170-185),Yes,62,80,86,83,77,79,Germany,"Playmaker, Engine, Tactician",Bundesliga,LCM,31,2016,LCM,7,https://cdn.sofifa.net/players/121/944/14_120.png,https://sofifa.com/player/121944/bastian-schweinsteiger/140052/
FIFA 14,Xavi,CM,33,88,88,FC Barcelona,1998 ~ 2014,"170cm / 5'7""",68kg / 150lbs,Right,86,CAM,1-Jul-98,€15M,€180K,€ 0,371,85,74,51,95,66,437,81,85,87,91,93,395,67,65,82,91,90,324,67,53,70,60,74,379,53,71,84,96,75,0,177,55,61,61,46,5,15,12,5,9,2129,438,3,3,Medium,Medium,5,Normal (170-),Yes,66,73,92,86,60,61,Spain,"Playmaker, FK Specialist",La Liga,RCM,6,2014,Unknown,Unknown,https://cdn.sofifa.net/players/010/535/14_120.png,https://sofifa.com/player/10535/xavier-hernandez-creus/140052/
FIFA 14,A. Robben,"RM, LM, RW",29,88,88,FC Bayern München,2009 ~ 2017,"180cm / 5'11""",80kg / 176lbs,Left,87,CAM,28-Aug-09,€25.5M,€200K,€ 0,381,80,83,50,84,84,424,93,85,84,73,89,454,93,91,92,87,91,368,86,61,67,65,89,324,38,38,87,82,79,0,78,29,24,25,49,10,8,11,5,15,2078,440,2,4,High,Low,5,Normal (170-185),Yes,92,85,81,91,31,60,Netherlands,"Speedster, Dribbler, Distance shooter, Acrobat",Bundesliga,RM,10,2017,RS,11,https://cdn.sofifa.net/players/009/014/14_120.png,https://sofifa.com/player/9014/arjen-robben/140052/
FIFA 14,E. Cavani,"ST, RW",26,87,89,Paris Saint-Germain,2013 ~ 2018,"184cm / 6'0""",71kg / 157lbs,Right,85,ST,16-Jul-13,€27.5M,€180K,€ 0,402,70,90,85,74,83,362,80,75,73,50,84,393,79,86,83,86,59,427,85,92,94,76,80,388,86,55,90,75,82,0,96,24,45,27,53,12,5,13,13,10,2121,446,3,3,Medium,Medium,4,Lean (170-185),Yes,83,86,70,81,43,83,Uruguay,"Poacher, Clinical finisher",Ligue 1,RW,9,2018,LS,21,https://cdn.sofifa.net/players/179/813/14_120.png,https://sofifa.com/player/179813/edinson-cavani/140052/
FIFA 14,Juan Mata,"CAM, RM",25,87,88,Manchester United,2014 ~ 2018,"174cm / 5'9""",63kg / 139lbs,Left,86,CAM,25-Jan-14,€36.5M,€170K,€ 0,386,83,79,66,87,71,416,86,82,81,78,89,425,85,73,90,88,89,349,74,72,79,52,72,338,52,39,87,89,71,0,72,25,22,25,46,9,10,14,5,8,2032,418,3,4,Medium,Medium,3,Lean (170-185),Yes,78,76,85,88,31,60,Spain,"Dribbler, Playmaker, Acrobat",Premier League,RM,8,2018,Unknown,Unknown,https://cdn.sofifa.net/players/178/088/14_120.png,https://sofifa.com/player/178088/juan-manuel-mata-garcia/140052/
FIFA 14,M. Özil,CAM,24,87,89,Arsenal,2013 ~ 2018,"181cm / 5'11""",70kg / 154lbs,Left,85,CAM,2-Sep-13,€36.5M,€180K,€ 0,375,83,73,54,88,77,421,87,84,79,80,91,398,79,71,85,85,78,317,69,53,64,56,75,332,56,24,84,92,76,0,72,22,25,25,50,6,14,10,6,14,1965,407,2,4,Medium,Low,4,Lean (170-185),Yes,75,74,86,87,27,58,Germany,"Dribbler, Playmaker",Premier League,CAM,11,2018,SUB,8,https://cdn.sofifa.net/players/176/635/14_120.png,https://sofifa.com/player/176635/mesut-ozil/140052/
FIFA 14,G. Bale,"RM, RW",23,87,91,Real Madrid,2013 ~ 2019,"183cm / 6'0""",74kg / 163lbs,Left,85,RM,2-Sep-13,€33.5M,€170K,€ 0,401,84,84,74,83,76,424,86,87,85,81,85,412,92,94,77,84,65,412,87,68,90,79,88,383,77,67,83,80,76,0,213,68,73,72,52,15,15,11,5,6,2297,496,3,4,High,Medium,4,Lean (170-185),Yes,93,85,83,84,70,81,Wales,"Speedster, Distance shooter",La Liga,RW,11,2019,LM,11,https://cdn.sofifa.net/players/173/731/14_120.png,https://sofifa.com/player/173731/gareth-bale/140052/
FIFA 14,David Silva,"LM, CAM, RM",27,87,88,Manchester City,2010 ~ 2017,"170cm / 5'7""",67kg / 148lbs,Left,86,CAM,14-Jul-10,€24M,€170K,€ 0,384,81,76,58,89,80,423,87,83,77,85,91,423,83,74,93,85,88,343,76,66,68,53,80,343,51,41,84,90,77,0,82,23,30,29,57,13,9,13,9,13,2055,420,2,4,High,Low,4,Normal (170-185),Yes,78,77,86,89,33,57,Spain,"Dribbler, Playmaker, Acrobat",Premier League,LM,21,2017,CAM,21,https://cdn.sofifa.net/players/168/542/14_120.png,https://sofifa.com/player/168542/david-josue-jimenez-silva/140052/
FIFA 14,M. Neuer,GK,27,87,89,FC Bayern München,2011 ~ 2019,"193cm / 6'4""",92kg / 203lbs,Right,85,GK,1-Jul-11,€11M,€170K,€ 0,142,25,25,25,42,25,147,25,25,25,41,31,264,50,54,39,86,35,258,42,78,35,78,25,130,26,22,25,20,37,0,75,25,25,25,431,87,82,92,84,86,1447,483,4,1,Medium,Medium,4,Normal (185+),Yes,87,82,92,86,52,84,Germany,Unknown,Bundesliga,GK,1,2019,GK,1,https://cdn.sofifa.net/players/167/495/14_120.png,https://sofifa.com/player/167495/manuel-neuer/140052/
FIFA 14,P. Lahm,"CDM, RB, LB, CM",29,87,87,FC Bayern München,2002 ~ 2016,"170cm / 5'7""",66kg / 146lbs,Right,88,RWB,1-Nov-02,€15.5M,€170K,€ 0,350,88,44,64,88,66,386,80,77,59,84,86,426,82,77,83,92,92,342,57,73,88,59,65,368,57,92,65,85,69,0,268,86,88,94,47,11,12,5,14,5,2187,454,3,3,High,High,4,Normal (170-),Yes,79,54,85,83,86,67,Germany,"Engine, Tackling, Tactician",Bundesliga,RB,21,2016,Unknown,Unknown,https://cdn.sofifa.net/players/121/939/14_120.png,https://sofifa.com/player/121939/philipp-lahm/140052/
FIFA 14,W. Rooney,"CF, ST, CAM",27,87,87,Manchester United,2004 ~ 2019,"176cm / 5'9""",83kg / 183lbs,Right,85,CF,31-Aug-04,€27.5M,€180K,€ 0,418,78,87,80,84,89,417,83,84,79,85,86,394,75,79,77,86,77,430,91,80,89,85,85,378,89,39,86,83,81,0,120,29,54,37,49,10,11,13,8,7,2206,461,4,3,High,High,4,Stocky (170-185),Yes,77,87,83,83,44,87,England,"Engine, Distance shooter, Clinical finisher",Premier League,CAM,10,2019,LS,10,https://cdn.sofifa.net/players/054/050/14_120.png,https://sofifa.com/player/54050/wayne-rooney/140052/
FIFA 14,R. Lewandowski,"ST, CF",24,86,89,Borussia Dortmund,2010 ~ 2014,"184cm / 6'0""",78kg / 172lbs,Right,84,ST,1-Jul-10,€36.5M,€180K,€ 0,396,62,87,83,82,82,376,84,75,66,65,86,411,81,81,80,87,82,402,81,84,76,81,80,357,80,39,86,78,74,0,92,25,42,25,51,15,6,12,8,10,2085,441,4,4,High,Medium,4,Normal (170-185),Yes,81,83,74,84,39,80,Poland,Clinical finisher,Bundesliga,RES,9,2014,ST,9,https://cdn.sofifa.net/players/188/545/14_120.png,https://sofifa.com/player/188545/robert-lewandowski/140052/
FIFA 14,Á. Di María,"RM, CM",25,86,88,Real Madrid,2010 ~ 2018,"180cm / 5'11""",70kg / 154lbs,Left,85,RM,1-Jul-10,€32.5M,€160K,€ 0,374,89,74,53,81,77,407,86,84,70,82,85,427,90,90,90,78,79,381,88,72,79,64,78,368,76,53,82,84,73,0,165,42,62,61,51,10,7,11,12,11,2173,460,2,4,High,High,3,Lean (170-185),Yes,90,78,83,85,53,71,Argentina,"Speedster, Dribbler, Crosser, Acrobat",La Liga,LCM,22,2018,RM,7,https://cdn.sofifa.net/players/183/898/14_120.png,https://sofifa.com/player/183898/angel-di-maria/140052/
FIFA 14,A. Vidal,CM,26,86,88,Juventus,2011 ~ 2017,"180cm / 5'11""",75kg / 165lbs,Right,84,CM,1-Jul-11,€24M,€170K,€ 0,390,77,79,69,86,79,392,81,77,69,80,85,400,81,77,79,85,78,406,78,81,93,75,79,423,88,86,80,81,88,0,251,75,87,89,21,5,3,5,3,5,2283,485,4,3,High,High,4,Normal (170-185),Yes,79,79,81,82,82,82,Chile,"Engine, Tackling, Tactician",Serie A,RCM,23,2017,LCM,8,https://cdn.sofifa.net/players/181/872/14_120.png,https://sofifa.com/player/181872/arturo-vidal/140052/
FIFA 14,L. Modrić,"CM, CAM, CDM",27,86,88,Real Madrid,2012 ~ 2017,"174cm / 5'9""",65kg / 143lbs,Right,85,CM,1-Aug-12,€24M,€160K,€ 0,369,76,70,57,90,76,423,83,83,79,88,90,424,79,74,93,84,94,372,73,67,86,62,84,391,69,71,80,91,80,0,185,58,68,59,52,13,9,7,14,9,2216,458,4,4,High,Medium,3,Lean (170-185),Yes,76,75,86,87,64,70,Croatia,"Playmaker, Acrobat",La Liga,RCM,19,2017,Unknown,Unknown,https://cdn.sofifa.net/players/177/003/14_120.png,https://sofifa.com/player/177003/luka-modric/140052/
FIFA 14,Cesc Fàbregas,"CM, CF",26,86,90,FC Barcelona,2011 ~ 2016,"179cm / 5'10""",75kg / 165lbs,Right,85,CAM,1-Aug-11,€24M,€170K,€ 0,408,83,78,74,92,81,420,81,77,81,92,89,360,67,68,65,83,77,362,77,68,74,64,79,372,45,61,87,93,86,0,190,62,66,62,54,6,10,8,15,15,2166,445,3,3,High,Medium,4,Normal (170-),Yes,68,79,89,82,64,63,Spain,Playmaker,La Liga,SUB,4,2016,LCM,10,https://cdn.sofifa.net/players/162/895/14_120.png,https://sofifa.com/player/162895/francesc-fabregas-i-soler/140052/
