FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 17,Cristiano Ronaldo,"LW, ST",31,94,94,Real Madrid,2009 ~ 2021,"185cm / 6'1""",80kg / 176lbs,Right,91,ST,1-Jul-09,€87M,€575K,€ 0,433,84,93,85,83,88,419,92,81,76,77,93,432,91,92,90,96,63,449,92,95,92,80,90,356,63,29,94,85,85,86,76,22,31,23,58,7,11,15,14,11,2223,470,4,5,High,Low,5,Unique,Yes,92,92,82,91,33,80,Portugal,"Speedster, Dribbler, Distance shooter, Acrobat, Clinical finisher, Complete forward",La Liga,LW,7,2021,LS,7,https://cdn.sofifa.net/players/020/801/17_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/170099/
FIFA 17,L. Messi,RW,29,93,93,FC Barcelona,2004 ~ 2018,"170cm / 5'7""",72kg / 159lbs,Left,92,CAM,1-Jul-04,€89M,€575K,€ 0,416,77,95,71,88,85,458,97,89,90,87,95,459,92,87,90,95,95,374,85,68,74,59,88,327,48,22,93,90,74,94,67,13,28,26,54,6,11,15,14,8,2155,448,4,4,Medium,Medium,5,Unique,Yes,89,90,86,96,26,61,Argentina,"Dribbler, FK Specialist, Acrobat, Clinical finisher",La Liga,RW,10,2018,RW,10,https://cdn.sofifa.net/players/158/023/17_120.png,https://sofifa.com/player/158023/lionel-messi/170099/
FIFA 17,Neymar,LW,24,92,94,FC Barcelona,2013 ~ 2021,"175cm / 5'9""",68kg / 150lbs,Right,89,LW,1-Jul-13,€106M,€450K,€ 0,390,75,89,62,81,83,431,96,81,84,75,95,449,93,90,96,88,82,348,78,61,79,53,77,343,56,36,90,80,81,80,78,21,24,33,59,9,9,15,15,11,2098,440,5,5,High,Medium,5,Unique,Yes,91,84,79,95,30,61,Brazil,"Speedster, Dribbler, Acrobat",La Liga,LW,11,2021,LW,10,https://cdn.sofifa.net/players/190/871/17_120.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/170099/
FIFA 17,L. Suárez,ST,29,92,92,FC Barcelona,2014 ~ 2021,"182cm / 6'0""",86kg / 190lbs,Right,88,ST,11-Jul-14,€83M,€525K,€ 0,419,77,94,77,83,88,411,86,86,84,64,91,404,88,77,86,93,60,411,87,69,89,80,86,380,78,41,92,84,85,83,113,30,45,38,153,27,25,31,33,37,2291,461,4,4,High,Medium,5,Normal (170-185),Yes,82,90,79,87,42,81,Uruguay,"Acrobat, Clinical finisher",La Liga,ST,9,2021,LS,9,https://cdn.sofifa.net/players/176/580/17_120.png,https://sofifa.com/player/176580/luis-suarez/170099/
FIFA 17,M. Neuer,GK,30,92,92,FC Bayern München,2011 ~ 2021,"193cm / 6'4""",92kg / 203lbs,Right,89,GK,1-Jul-11,€69.5M,€225K,€ 0,119,15,13,25,55,11,162,30,14,11,59,48,291,58,61,52,85,35,246,25,78,44,83,16,188,29,30,12,70,47,70,31,10,10,11,454,89,90,95,91,89,1491,514,4,1,Medium,Medium,5,Normal (185+),Yes,89,90,95,89,60,91,Germany,Unknown,Bundesliga,SUB,1,2021,GK,1,https://cdn.sofifa.net/players/167/495/17_120.png,https://sofifa.com/player/167495/manuel-neuer/170099/
FIFA 17,De Gea,GK,25,90,92,Manchester United,2011 ~ 2019,"193cm / 6'4""",82kg / 181lbs,Right,87,GK,1-Jul-11,€68.5M,€190K,€ 0,103,17,13,21,39,13,127,18,21,19,38,31,306,57,58,60,88,43,214,31,67,40,64,12,188,38,30,12,68,40,64,47,13,21,13,436,88,85,87,86,90,1421,494,3,1,Medium,Medium,4,Lean (185+),Yes,88,85,87,90,58,86,Spain,Unknown,Premier League,GK,1,2019,GK,1,https://cdn.sofifa.net/players/193/080/17_120.png,https://sofifa.com/player/193080/david-de-gea-quintana/170099/
FIFA 17,R. Lewandowski,ST,27,90,90,FC Bayern München,2014 ~ 2021,"185cm / 6'1""",79kg / 174lbs,Right,87,ST,1-Jul-14,€71M,€250K,€ 0,407,62,91,85,83,86,390,85,77,76,65,87,406,79,82,78,88,79,415,86,84,79,84,82,367,80,39,89,78,81,87,86,25,42,19,51,15,6,12,8,10,2122,447,4,3,High,Medium,4,Normal (170-185),Yes,81,87,74,85,38,82,Poland,Clinical finisher,Bundesliga,ST,9,2021,LS,9,https://cdn.sofifa.net/players/188/545/17_120.png,https://sofifa.com/player/188545/robert-lewandowski/170099/
FIFA 17,G. Bale,RW,26,90,90,Real Madrid,2013 ~ 2022,"183cm / 6'0""",74kg / 163lbs,Left,88,ST,2-Sep-13,€72M,€375K,€ 0,422,87,87,86,86,76,428,89,86,85,80,88,417,93,95,77,87,65,424,91,85,78,80,90,365,65,59,86,79,76,85,158,51,55,52,52,15,15,11,5,6,2266,485,3,4,High,Medium,4,Lean (170-185),Yes,94,87,84,86,57,77,Wales,"Speedster, Distance shooter, Crosser, Clinical finisher",La Liga,RW,11,2022,RS,11,https://cdn.sofifa.net/players/173/731/17_120.png,https://sofifa.com/player/173731/gareth-bale/170099/
FIFA 17,Z. Ibrahimović,ST,34,90,90,Manchester United,2016 ~ 2018,"195cm / 6'5""",95kg / 209lbs,Right,86,ST,1-Jul-16,€36.5M,€300K,€ 0,423,76,90,80,84,93,415,85,82,82,76,90,352,68,72,86,85,41,421,93,72,75,93,88,364,84,20,86,83,91,91,83,15,41,27,59,13,15,10,9,12,2117,443,4,4,Medium,Low,5,Normal (185+),Yes,70,90,81,84,32,86,Sweden,"Poacher, Aerial threat, Distance shooter, Acrobat, Strength, Clinical finisher, Complete forward",Premier League,SUB,9,2018,Unknown,Unknown,https://cdn.sofifa.net/players/041/236/17_120.png,https://sofifa.com/player/41236/zlatan-ibrahimovic/170099/
FIFA 17,T. Courtois,GK,24,89,92,Chelsea,2011 ~ 2019,"199cm / 6'6""",91kg / 201lbs,Left,86,GK,26-Jul-11,€65.5M,€170K,€ 0,85,14,14,13,32,12,97,13,19,11,31,23,285,46,52,61,81,45,229,36,68,38,70,17,122,23,15,13,44,27,52,45,11,18,16,419,84,91,69,86,89,1282,468,3,1,Medium,Medium,4,Unique,Yes,84,91,69,89,49,86,Belgium,Unknown,Premier League,GK,13,2019,GK,1,https://cdn.sofifa.net/players/192/119/17_120.png,https://sofifa.com/player/192119/thibaut-courtois/170099/
