FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 12,L. Messi,"CF, ST, RW",24,94,96,FC Barcelona,2004 ~ 2016,"169cm / 5'7""",67kg / 148lbs,Left,92,CAM,1-Jan-04,€92.5M,€275K,€ 0,430,85,93,73,89,90,438,97,87,82,75,97,471,95,92,94,95,95,369,80,73,80,48,88,330,48,22,92,90,78,0,54,13,21,20,54,6,11,15,14,8,2146,445,3,4,High,Medium,5,Normal (170-),Yes,93,88,86,97,24,57,Argentina,"Speedster, Dribbler, Acrobat, Clinical finisher, Complete forward",La Liga,ST,10,2016,RS,10,https://cdn.sofifa.net/players/158/023/12_120.png,https://sofifa.com/player/158023/lionel-messi/120002/
FIFA 12,Cristiano Ronaldo,"LW, LM, ST, RM",26,92,94,Real Madrid,2009 ~ 2015,"186cm / 6'1""",84kg / 185lbs,Right,90,LW,1-Jan-09,€68M,€225K,€ 0,429,84,90,87,83,85,435,93,88,87,72,95,440,90,94,93,88,75,443,93,94,87,79,90,347,63,24,88,81,91,0,76,22,31,23,58,7,11,15,14,11,2228,467,4,5,High,Low,5,Normal (185+),Yes,92,90,82,92,32,79,Portugal,"Speedster, Dribbler, Distance shooter, FK Specialist, Acrobat, Clinical finisher, Complete forward",La Liga,LM,7,2015,LW,7,https://cdn.sofifa.net/players/020/801/12_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/120002/
FIFA 12,Xavi,"CM, CAM, CDM",31,91,91,FC Barcelona,1998 ~ 2014,"170cm / 5'7""",68kg / 150lbs,Right,88,CM,1-Jan-98,€21.5M,€200K,€ 0,372,85,70,51,97,69,443,83,85,87,93,95,399,68,66,82,93,90,334,65,53,80,61,75,393,53,74,94,97,75,0,178,55,62,61,46,5,15,12,5,9,2165,443,3,3,Medium,Medium,5,Normal (170-),Yes,67,71,93,87,61,64,Spain,"Playmaker, FK Specialist",La Liga,RCM,6,2014,CM,8,https://cdn.sofifa.net/players/010/535/12_120.png,https://sofifa.com/player/10535/xavier-hernandez-creus/120002/
FIFA 12,Iniesta,"CAM, CM, RW, LW",27,91,93,FC Barcelona,2002 ~ 2015,"170cm / 5'7""",65kg / 143lbs,Right,88,CAM,1-Jan-02,€38.5M,€225K,€ 0,381,85,73,54,95,74,418,90,80,65,89,94,409,76,74,83,90,86,331,65,54,78,59,75,373,58,68,89,93,65,0,170,57,57,56,45,6,13,6,13,7,2127,448,4,4,High,Medium,5,Normal (170-),Yes,75,72,89,90,59,63,Spain,"Dribbler, Playmaker",La Liga,RW,8,2015,RW,6,https://cdn.sofifa.net/players/000/041/12_120.png,https://sofifa.com/player/41/andres-iniesta-lujan/120002/
FIFA 12,W. Rooney,"CF, ST",25,90,92,Manchester United,2004 ~ 2015,"177cm / 5'10""",79kg / 174lbs,Right,87,CF,1-Jan-04,€38.5M,€200K,€ 0,422,79,90,80,84,89,421,83,84,82,84,88,406,82,84,80,87,73,433,91,79,90,88,85,395,92,43,91,84,85,0,123,32,54,37,49,10,11,13,8,7,2249,474,4,3,High,High,5,Stocky (170-185),Yes,83,89,83,84,46,89,England,"Engine, Distance shooter, Clinical finisher",Premier League,CF,10,2015,CAM,10,https://cdn.sofifa.net/players/054/050/12_120.png,https://sofifa.com/player/54050/wayne-rooney/120002/
FIFA 12,Cesc Fàbregas,"CAM, CM, CDM",24,89,92,FC Barcelona,2011 ~ 2016,"179cm / 5'10""",75kg / 165lbs,Right,87,CAM,1-Jan-11,€35.5M,€180K,€ 0,403,83,80,67,92,81,426,83,77,83,92,91,375,72,69,68,88,78,376,78,69,80,65,84,376,45,63,89,93,86,0,197,62,70,65,54,6,10,8,15,15,2207,454,3,3,High,Medium,4,Normal (170-),Yes,70,81,89,84,65,65,Spain,Playmaker,La Liga,LCM,4,2016,SUB,10,https://cdn.sofifa.net/players/162/895/12_120.png,https://sofifa.com/player/162895/francesc-fabregas-i-soler/120002/
FIFA 12,F. Ribéry,"LM, RW, RM",28,89,91,FC Bayern München,2007 ~ 2015,"170cm / 5'7""",72kg / 159lbs,Right,88,RW,1-Jan-07,€27M,€170K,€ 0,383,86,76,51,88,82,433,93,88,85,75,92,451,92,91,93,83,92,339,74,56,74,60,75,357,62,36,84,88,87,0,64,13,25,26,47,15,6,9,7,10,2074,436,4,5,High,Low,4,Normal (170-),Yes,91,77,86,92,26,64,France,"Speedster, Dribbler, Crosser, Acrobat",Bundesliga,LAM,7,2015,LAM,7,https://cdn.sofifa.net/players/156/616/12_120.png,https://sofifa.com/player/156616/franck-ribery/120002/
FIFA 12,N. Vidić,CB,29,89,89,Manchester United,2006 ~ 2014,"189cm / 6'2""",84kg / 185lbs,Right,87,CB,1-Jan-06,€16M,€150K,€ 0,279,40,37,92,69,41,268,48,43,48,62,67,302,64,64,50,77,47,339,60,90,69,92,28,319,92,83,26,56,62,0,271,91,94,86,45,12,5,14,8,6,1823,393,3,2,Medium,High,4,Normal (185+),Yes,64,41,57,55,90,86,Serbia,"Aerial threat, Tackling, Strength",Premier League,RES,15,2014,Unknown,Unknown,https://cdn.sofifa.net/players/140/601/12_120.png,https://sofifa.com/player/140601/nemanja-vidic/120002/
FIFA 12,A. Robben,"RM, LM, RW, LW",27,89,90,FC Bayern München,2009 ~ 2013,"181cm / 5'11""",75kg / 165lbs,Left,89,LW,1-Jan-09,€24.5M,€170K,€ 0,397,85,85,57,86,84,427,94,85,84,74,90,456,93,94,92,86,91,369,85,61,71,63,89,328,38,38,85,84,83,0,78,29,24,25,49,10,8,11,5,15,2104,447,2,4,High,Low,5,Normal (170-185),Yes,94,86,83,92,32,60,Netherlands,"Speedster, Dribbler, Distance shooter, Acrobat",Bundesliga,RAM,10,2013,RAM,11,https://cdn.sofifa.net/players/009/014/12_120.png,https://sofifa.com/player/9014/arjen-robben/120002/
FIFA 12,Casillas,GK,30,89,92,Real Madrid,1999 ~ 2017,"182cm / 6'0""",85kg / 187lbs,Left,87,GK,1-Jan-99,€20M,€180K,€ 0,64,13,9,12,21,9,82,12,11,11,22,26,326,69,64,63,83,47,224,26,81,47,61,9,123,23,16,16,44,24,0,31,11,11,9,423,91,83,69,87,93,1273,489,2,1,Medium,Medium,4,Normal (170-185),Yes,91,83,69,93,66,87,Spain,Unknown,La Liga,GK,1,2017,GK,1,https://cdn.sofifa.net/players/005/479/12_120.png,https://sofifa.com/player/5479/iker-casillas-fernandez/120002/
