FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 15,L. Messi,"CF, RW",27,93,93,FC Barcelona,2004 ~ 2018,"170cm / 5'7""",72kg / 159lbs,Left,92,CAM,1-Jul-04,€100.5M,€550K,€ 0,423,84,94,71,89,85,447,96,89,90,76,96,469,96,90,94,94,95,378,80,73,77,60,88,326,48,22,92,90,74,0,66,25,21,20,54,6,11,15,14,8,2163,453,4,4,Medium,Low,5,Normal (170-),Yes,93,88,86,96,27,63,Argentina,"Speedster, Dribbler, FK Specialist, Acrobat, Clinical finisher, Complete forward",La Liga,RW,10,2018,RW,10,https://cdn.sofifa.net/players/158/023/15_120.png,https://sofifa.com/player/158023/lionel-messi/150059/
FIFA 15,Cristiano Ronaldo,"LW, ST",29,92,92,Real Madrid,2009 ~ 2018,"185cm / 6'1""",80kg / 176lbs,Right,91,ST,1-Jul-09,€79M,€375K,€ 0,433,83,95,86,82,87,424,93,88,79,72,92,431,91,94,93,90,63,449,94,94,89,79,93,344,63,24,91,81,85,0,76,22,31,23,58,7,11,15,14,11,2215,469,4,5,High,Low,5,Normal (185+),Yes,93,93,81,91,32,79,Portugal,"Speedster, Dribbler, Distance shooter, Acrobat, Clinical finisher, Complete forward",La Liga,LW,7,2018,LS,7,https://cdn.sofifa.net/players/020/801/15_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/150059/
FIFA 15,M. Neuer,GK,28,90,90,FC Bayern München,2011 ~ 2019,"193cm / 6'4""",92kg / 203lbs,Right,87,GK,1-Jul-11,€63.5M,€300K,€ 0,142,25,25,25,42,25,147,25,25,25,41,31,285,58,61,43,88,35,272,42,78,44,83,25,171,29,30,25,50,37,0,75,25,25,25,440,88,85,91,90,86,1532,500,4,1,Medium,Medium,5,Normal (185+),Yes,88,85,91,86,60,90,Germany,Unknown,Bundesliga,GK,1,2019,SUB,1,https://cdn.sofifa.net/players/167/495/15_120.png,https://sofifa.com/player/167495/manuel-neuer/150059/
FIFA 15,A. Robben,"RM, LM, RW",30,90,90,FC Bayern München,2009 ~ 2017,"180cm / 5'11""",80kg / 176lbs,Left,89,CAM,28-Aug-09,€54.5M,€275K,€ 0,389,80,85,52,86,86,429,93,85,83,76,92,461,93,93,93,91,91,380,86,61,78,65,90,339,47,39,89,84,80,0,81,29,26,26,49,10,8,11,5,15,2128,451,2,4,High,Low,5,Normal (170-185),Yes,93,86,83,93,32,64,Netherlands,"Speedster, Dribbler, Distance shooter, Acrobat",Bundesliga,RW,10,2017,SUB,21,https://cdn.sofifa.net/players/009/014/15_120.png,https://sofifa.com/player/9014/arjen-robben/150059/
FIFA 15,L. Suárez,"ST, CF, RW",27,89,89,FC Barcelona,2014 ~ 2019,"182cm / 6'0""",85kg / 187lbs,Right,87,CAM,11-Jul-14,€49.5M,€300K,€ 0,410,77,91,75,82,85,413,90,86,84,64,89,404,88,79,86,91,60,397,84,69,86,76,82,376,78,41,88,84,85,0,113,30,45,38,153,27,25,31,33,37,2266,458,4,4,High,Medium,5,Normal (170-185),Yes,83,87,79,88,42,79,Uruguay,"Acrobat, Clinical finisher",La Liga,ST,9,2019,Unknown,Unknown,https://cdn.sofifa.net/players/176/580/15_120.png,https://sofifa.com/player/176580/luis-suarez/150059/
FIFA 15,Z. Ibrahimović,ST,32,89,89,Paris Saint-Germain,2012 ~ 2016,"195cm / 6'5""",95kg / 209lbs,Right,86,ST,1-Jul-12,€34.5M,€275K,€ 0,418,76,90,76,84,92,413,87,80,80,76,90,363,74,77,86,85,41,424,93,72,78,93,88,364,84,20,86,83,91,0,93,25,41,27,59,13,15,10,9,12,2134,452,4,4,Medium,Low,5,Normal (185+),Yes,76,90,81,85,34,86,Sweden,"Poacher, Aerial threat, Distance shooter, Acrobat, Strength, Clinical finisher, Complete forward",Ligue 1,ST,10,2016,LS,10,https://cdn.sofifa.net/players/041/236/15_120.png,https://sofifa.com/player/41236/zlatan-ibrahimovic/150059/
FIFA 15,Iniesta,CM,30,89,89,FC Barcelona,2002 ~ 2018,"171cm / 5'7""",68kg / 150lbs,Right,88,CAM,1-Jul-02,€36M,€250K,€ 0,379,85,73,54,93,74,425,92,80,70,89,94,410,76,75,83,90,86,331,65,54,78,59,75,377,58,68,87,93,71,0,170,57,57,56,45,6,13,6,13,7,2137,449,4,4,High,Medium,5,Normal (170-),Yes,75,72,89,91,59,63,Spain,"Dribbler, Playmaker",La Liga,LCM,8,2018,LCM,6,https://cdn.sofifa.net/players/000/041/15_120.png,https://sofifa.com/player/41/andres-iniesta-lujan/150059/
FIFA 15,E. Hazard,LM,23,88,90,Chelsea,2012 ~ 2020,"173cm / 5'8""",74kg / 163lbs,Right,87,CAM,1-Jul-12,€40.5M,€210K,€ 0,383,78,83,57,86,79,426,93,82,79,82,90,448,93,87,92,86,90,357,79,59,74,63,82,351,54,41,84,86,86,0,74,25,27,22,45,11,12,6,8,8,2084,443,4,4,High,Medium,4,Normal (170-185),Yes,90,82,83,92,32,64,Belgium,"Speedster, Dribbler, Acrobat",Premier League,LM,10,2020,LM,10,https://cdn.sofifa.net/players/183/277/15_120.png,https://sofifa.com/player/183277/eden-hazard/150059/
FIFA 15,F. Ribéry,LM,31,88,88,FC Bayern München,2007 ~ 2017,"170cm / 5'7""",72kg / 159lbs,Right,87,CAM,1-Jul-07,€33M,€200K,€ 0,373,83,79,41,89,81,422,92,84,81,74,91,451,91,87,92,89,92,334,76,51,72,62,73,339,52,36,83,88,80,0,76,25,25,26,47,15,6,9,7,10,2042,435,4,5,High,Medium,4,Normal (170-),Yes,89,78,85,92,29,62,France,"Dribbler, Acrobat",Bundesliga,SUB,7,2017,Unknown,Unknown,https://cdn.sofifa.net/players/156/616/15_120.png,https://sofifa.com/player/156616/franck-ribery/150059/
FIFA 15,B. Schweinsteiger,"CM, CDM",29,88,88,FC Bayern München,2002 ~ 2016,"183cm / 6'0""",79kg / 174lbs,Right,86,CM,1-Jul-02,€39M,€200K,€ 0,407,81,76,79,88,83,414,81,82,78,87,86,362,58,64,74,91,75,415,86,82,86,78,83,415,80,86,82,86,81,0,226,69,80,77,65,14,14,13,13,11,2304,467,3,3,High,High,4,Normal (170-185),Yes,61,80,85,82,78,81,Germany,"Playmaker, Engine, Tactician",Bundesliga,SUB,31,2016,CDM,7,https://cdn.sofifa.net/players/121/944/15_120.png,https://sofifa.com/player/121944/bastian-schweinsteiger/150059/
